px1,py1,pz1,E1,px2,py2,pz2,E2
-44.4,-21.8,23.9,55,44.4,21.8,11,50.7
-11.5,42.8,-208,213,11.5,-42.8,-114,122
-8.6,26.5,120,124,8.6,-26.5,937,938
-28.7,31.7,565,567,28.7,-31.7,251,255
-32.5,30,-464,466,32.5,-30,-289,292
-27.8,-32.8,29.5,52.2,27.8,32.8,73,84.7
11.1,38.8,92.4,101,-11.1,-38.8,253,256
4.98,47.2,9.01,48.3,-4.98,-47.2,12.8,49.1
-28.6,-31.3,83,93.2,28.6,31.3,30.9,52.4
38.6,19.9,41.9,60.4,-38.6,-19.9,96.8,106
-14.1,-3.04,6.27,15.8,14.1,3.04,426,426
-35.1,26.3,-3.76,44,35.1,-26.3,-37.9,57.9
28.7,-17,-142,146,-28.7,17,-850,851
45,4.02,14.3,47.4,-45,-4.02,14.4,47.4
-25.5,41.2,-309,313,25.5,-41.2,-493,496
22.4,-8.21,35.2,42.5,-22.4,8.21,-49.2,54.6
16.3,40.8,25.7,50.9,-16.3,-40.8,-8.92,44.9
-40.9,13.6,393,396,40.9,-13.6,778,779
26.3,-12,35.7,45.9,-26.3,12,314,315
11.9,44.5,-1020,1020,-11.9,-44.5,-1220,1220
-3.45,-11.5,309,309,3.45,11.5,-0.943,12
16.3,-14.2,-216,217,-16.3,14.2,-5.37,22.2
2.17,12.5,-34.6,36.9,-2.17,-12.5,54.9,56.3
-28.5,17.2,342,344,28.5,-17.2,58.6,67.4
-7.05,-3.07,-17.2,18.9,7.05,3.07,-2400,2400
43.7,15.8,64.9,79.9,-43.7,-15.8,68.6,82.8
20.8,-31.3,-396,398,-20.8,31.3,-117,123
42.1,-13.2,40.1,59.6,-42.1,13.2,15.3,46.7
-41.4,14.9,463,465,41.4,-14.9,175,180
23.4,-36.8,-38.5,58.1,-23.4,36.8,-81.5,92.4
-4.04,39,63.7,74.8,4.04,-39,226,229
-38.4,-7.26,-268,271,38.4,7.26,-812,813
-17.5,-41.3,511,512,17.5,41.3,399,401
17.8,15.4,-14.8,27.8,-17.8,-15.4,-281,282
33.6,31,525,527,-33.6,-31,604,606
-1.32,-43,-42.2,60.3,1.32,43,-6,43.5
0.0896,-28.1,48.7,56.2,-0.0896,28.1,-11.6,30.4
30.5,-6.28,437,438,-30.5,6.28,69.7,76.3
-6.02,-45.3,84.1,95.7,6.02,45.3,150,157
-3.59,-6.21,-4.15,8.28,3.59,6.21,321,321
23.1,-33.2,-39.5,56.5,-23.1,33.2,-2.67,40.5
7.73,-15.5,381,381,-7.73,15.5,9.9,19.9
17.4,-26.5,-18.5,36.7,-17.4,26.5,50.6,59.7
-17.1,9.49,-1.98,19.7,17.1,-9.49,-211,212
2.32,48,-201,207,-2.32,-48,-126,135
36.2,10.4,-147,152,-36.2,-10.4,-35.8,51.9
-12.9,-22.9,526,527,12.9,22.9,48.7,55.4
33.1,-29.5,452,454,-33.1,29.5,389,392
12.1,-16.4,-40.1,44.9,-12.1,16.4,43.3,47.9
-8.86,-42.5,-172,178,8.86,42.5,-89.1,99.1
-16.9,29.9,-131,135,16.9,-29.9,-569,570
-5.58,3.37,-317,317,5.58,-3.37,5.04,8.24
18.3,-47.1,-412,415,-18.3,47.1,-605,607
33.6,29.6,1000,1010,-33.6,-29.6,603,605
-11.9,-39.5,395,398,11.9,39.5,153,158
-1.51,-22.3,-663,664,1.51,22.3,-43.2,48.7
-10.3,1.87,-1.02,10.5,10.3,-1.87,-412,412
4.51,-11.3,-9.92,15.7,-4.51,11.3,-661,661
-41.8,-12.1,-7.82,44.3,41.8,12.1,18.1,47.2
16.6,11.7,33.6,39.3,-16.6,-11.7,655,655
-13.7,45.5,-157,164,13.7,-45.5,-120,129
0.21,-42.4,-134,141,-0.21,42.4,-382,384
-9.34,-43.5,947,948,9.34,43.5,1360,1360
25.4,14,-174,176,-25.4,-14,-1420,1420
-24.6,-37.4,-25.9,51.7,24.6,37.4,-20,49
-13.5,-27.7,229,231,13.5,27.7,27.2,41.1
-36.5,-27.1,317,321,36.5,27.1,306,309
17.5,-37.9,-1730,1730,-17.5,37.9,-706,707
-4.8,14,274,274,4.8,-14,0.815,14.8
-7.17,-27.4,65.4,71.2,7.17,27.4,568,568
7.93,15.3,-11.1,20.5,-7.93,-15.3,-400,401
41.9,16.6,-132,139,-41.9,-16.6,-82.2,93.7
18.5,37.2,1740,1740,-18.5,-37.2,699,700
10.3,-29.8,-349,350,-10.3,29.8,-2140,2140
30.5,12.8,11.7,35.1,-30.5,-12.8,-61.8,70.1
33,-10.3,27.5,44.2,-33,10.3,177,181
22,-14,-1220,1220,-22,14,-118,121
-34.1,-27.9,557,559,34.1,27.9,342,344
-9.26,12.5,-3150,3150,9.26,-12.5,-98.2,99.4
38.9,10.5,-141,147,-38.9,-10.5,-36.4,54.3
-28.6,-32.6,342,345,28.6,32.6,690,691
-45.5,-5.29,1050,1050,45.5,5.29,898,899
1.27,-21.9,648,649,-1.27,21.9,40.6,46.1
-8.14,-21.4,269,270,8.14,21.4,12,25.8
26.8,3.91,-310,311,-26.8,-3.91,-26.8,38.1
38.6,-14.5,-46.9,62.5,-38.6,14.5,-4.2,41.5
41.6,-15,24.7,50.7,-41.6,15,50.6,67.2
9.3,-13.6,5.18,17.2,-9.3,13.6,318,318
39.9,6.05,212,216,-39.9,-6.05,531,532
28,-2.2,23.9,36.8,-28,2.2,262,263
9.22,-1.15,-54.5,55.3,-9.22,1.15,40.4,41.5
6.12,42.2,224,228,-6.12,-42.2,95.5,105
-42.1,6.05,-185,190,42.1,-6.05,-306,309
-38.4,-23,641,643,38.4,23,658,660
-25.1,-3.09,99.3,103,25.1,3.09,1080,1080
-7.45,2.32,927,927,7.45,-2.32,4.76,9.13
20.8,-23.1,-108,112,-20.8,23.1,-4.45,31.4
-6.76,-5.57,-132,133,6.76,5.57,17.1,19.2
-33.3,-29.6,222,226,33.3,29.6,419,421
-29.3,-16.2,2.65,33.6,29.3,16.2,-79.4,86.2
-27.1,28.5,115,121,27.1,-28.5,29.1,48.9
3.11,31.2,-37.9,49.2,-3.11,-31.2,-293,295
30.5,18.3,-122,127,-30.5,-18.3,-504,505
-6.73,-32.1,157,160,6.73,32.1,22,39.5
41.5,19.1,-178,184,-41.5,-19.1,-181,186
14.5,42.7,-280,284,-14.5,-42.7,-200,205
-44.4,-3.59,-141,148,44.4,3.59,-129,136
-4.7,-24.8,267,268,4.7,24.8,18.2,31.2
-8.6,36.2,-158,162,8.6,-36.2,-591,592
-0.672,-42.4,-141,147,0.672,42.4,-63.1,76
-36.9,-23.7,-2.01,43.9,36.9,23.7,28.4,52.2
44.2,-15.2,-43.6,63.9,-44.2,15.2,-30,55.5
-16.9,-20.2,-48.1,54.9,16.9,20.2,28.1,38.5
8.47,10.2,-6.2,14.6,-8.47,-10.2,-476,476
-45.7,-8.98,453,455,45.7,8.98,324,327
-41.2,16.5,-203,208,41.2,-16.5,-146,152
19.8,-35,-50.9,64.8,-19.8,35,-6.66,40.7
17.9,-37.2,101,109,-17.9,37.2,39.1,56.9
-7.79,-23.1,-535,536,7.79,23.1,-37.6,44.8
-26.5,32.2,61.5,74.3,26.5,-32.2,171,176
14.7,-18.4,-941,942,-14.7,18.4,-74.5,78.1
24.2,-36.8,-17.4,47.4,-24.2,36.8,4.71,44.3
-4.03,19.5,-58.2,61.5,4.03,-19.5,-1160,1160
17.3,-34.5,96.1,104,-17.3,34.5,26.3,46.7
43.7,6.69,37.9,58.3,-43.7,-6.69,86.3,97
-19.1,12.1,-44.6,50.1,19.1,-12.1,-672,672
-37.4,-11,114,120,37.4,11,369,371
11.2,34.1,111,116,-11.2,-34.1,471,473
49,28.6,-20.2,60.3,-49,-28.6,-79.8,97.9
-21.9,-39.9,-45.9,64.6,21.9,39.9,-50.8,68.2
-9.56,-10.1,-6.37,15.3,9.56,10.1,-418,418
11.2,36.1,-150,155,-11.2,-36.1,-536,537
10.5,-32.3,-45.8,57.1,-10.5,32.3,19.3,39.1
2.99,-7.95,93.5,93.9,-2.99,7.95,-20.7,22.3
-43.9,9.79,-71.8,84.7,43.9,-9.79,-77,89.2
-21.3,-20.6,202,204,21.3,20.6,1300,1300
9.62,2.98,-74.2,74.8,-9.62,-2.98,29.9,31.5
12.4,-23.1,147,150,-12.4,23.1,6.62,27
9.2,10.3,-388,388,-9.2,-10.3,-4.57,14.5
25.7,-31.9,2.86,41.1,-25.7,31.9,-38.6,56.3
11.8,48.2,509,512,-11.8,-48.2,1360,1360
36.7,21.6,614,616,-36.7,-21.6,1160,1160
7.73,35.1,253,256,-7.73,-35.1,57.7,68
-42.2,-9.31,13.8,45.3,42.2,9.31,43.9,61.6
-6.62,-41.3,535,536,6.62,41.3,210,215
27.5,27.7,14.6,41.7,-27.5,-27.7,-31.7,50.3
-43.6,-10.6,61.8,76.4,43.6,10.6,101,111
12.1,-46.4,-53.1,71.6,-12.1,46.4,-72.2,86.7
-17.2,27.8,-31,45.1,17.2,-27.8,30.5,44.7
-21.9,43.1,17.5,51.4,21.9,-43.1,31.5,57.7
-11.4,18.4,173,174,11.4,-18.4,-2.57,21.8
43.6,14.3,135,143,-43.6,-14.3,141,149
32,-32.2,-652,654,-32,32.2,-544,546
-2.27,26.7,50.6,57.2,2.27,-26.7,-26.7,37.8
11,-4.64,-117,117,-11,4.64,14.1,18.5
-40.4,13.4,-69.9,81.8,40.4,-13.4,-33.3,54
3.43,26.1,26.2,37.2,-3.43,-26.1,-62.1,67.4
35.8,-25.4,141,148,-35.8,25.4,242,246
-19.1,21.2,-18.7,34.1,19.1,-21.2,57.3,64
-18.6,-41.2,50,67.4,18.6,41.2,-25.5,51.9
44.7,10,212,217,-44.7,-10,325,328
-3.48,7.93,555,555,3.48,-7.93,1.58,8.8
4.73,-6.21,-0.146,7.81,-4.73,6.21,510,510
6.94,6.15,-56.2,57,-6.94,-6.15,35.2,36.4
-37.8,18.2,10.3,43.2,37.8,-18.2,-28.7,50.8
-16.9,-9.65,95.8,97.8,16.9,9.65,-13.2,23.5
40.1,21.4,-38.9,59.8,-40.1,-21.4,-20.1,49.7
22.1,-40.8,249,254,-22.1,40.8,300,303
23.4,-37.7,57.6,72.7,-23.4,37.7,33.6,55.7
-17,-1.62,-339,340,17,1.62,-6.42,18.2
-44.2,2.5,29.4,53.2,44.2,-2.5,5.23,44.6
-30.8,-34.6,14.1,48.4,30.8,34.6,13.1,48.1
-27.7,13.4,13.6,33.6,27.7,-13.4,-62.7,69.9
45.7,-6.17,527,529,-45.7,6.17,825,826
14.4,-11.5,-79.9,82,-14.4,11.5,25.4,31.4
-25.1,37.1,-128,135,25.1,-37.1,-79.3,91
41.4,15.4,201,206,-41.4,-15.4,111,119
-2.49,28.5,-1130,1130,2.49,-28.5,-139,142
25.2,19.3,335,337,-25.2,-19.3,49.1,58.4
-23.8,-22.9,1140,1140,23.8,22.9,203,206
28.4,32.4,20.7,47.8,-28.4,-32.4,-1.97,43.2
21.2,-5.21,10.8,24.3,-21.2,5.21,264,265
7,25.1,2390,2390,-7,-25.1,252,253
41.2,-19,-260,264,-41.2,19,-343,346
-5.07,-29.6,12.2,32.4,5.07,29.6,-53.6,61.4
-17.6,34.1,423,425,17.6,-34.1,123,129
16.5,42.1,-8.03,45.9,-16.5,-42.1,18,48.6
-9.85,-12.1,-9.57,18.3,9.85,12.1,-458,458
-23.4,23.1,15.4,36.3,23.4,-23.1,24.2,40.8
22.7,-9.86,-16.2,29.5,-22.7,9.86,68.3,72.6
-6.58,43.4,33.1,55,6.58,-43.4,86,96.6
-27.5,-27.7,1510,1520,27.5,27.7,456,457
-1.2,-31.8,-860,860,1.2,31.8,-141,144
33.3,24.2,412,414,-33.3,-24.2,1010,1010
21.9,-40.2,254,258,-21.9,40.2,399,402
-23.7,5.64,-128,130,23.7,-5.64,-1390,1390
29,-27.8,30.1,50.2,-29,27.8,-15.2,43
8.28,-22,349,349,-8.28,22,28.4,36.8
41.1,-16.7,207,212,-41.1,16.7,347,350
-46,-2.8,17.9,49.5,46,2.8,15.4,48.6
-1.41,44.6,54.5,70.5,1.41,-44.6,47.7,65.3
-1.01,-3.16,-0.0059,3.32,1.01,3.16,1240,1240
-45.3,-5.17,-101,111,45.3,5.17,-117,126
36.1,-15.4,41.2,56.9,-36.1,15.4,146,151
33.6,27.2,-38.1,57.7,-33.6,-27.2,-93.3,103
32,-25.2,-31.8,51.7,-32,25.2,-98.1,106
16.1,18.1,-232,234,-16.1,-18.1,-2980,2980
34.8,-28.6,55.7,71.6,-34.8,28.6,25.5,51.8
-14.5,34.6,-143,147,14.5,-34.6,-30.3,48.2
39.7,21.8,-30.6,54.7,-39.7,-21.8,-23.1,50.8
15.2,-11.9,87.2,89.3,-15.2,11.9,-16.4,25.4
-2.76,-20.3,-6.2,21.4,2.76,20.3,139,141
-41.3,7.79,29,51.1,41.3,-7.79,89.8,99.1
41.5,17.2,207,212,-41.5,-17.2,120,129
-11.5,41.4,-16.2,45.9,11.5,-41.4,14.5,45.4
12.2,-22.9,-204,206,-12.2,22.9,-11.8,28.5
10.1,-45.5,18.7,50.2,-10.1,45.5,24.5,52.7
-0.101,-35.3,-8.36,36.3,0.101,35.3,-111,116
20.8,12.1,-174,176,-20.8,-12.1,-3.87,24.3
23.9,-6.66,300,301,-23.9,6.66,23.8,34.4
-5.3,8.77,482,482,5.3,-8.77,0.425,10.3
32.7,-1.04,457,458,-32.7,1.04,78.2,84.8
-2.24,-7.35,112,112,2.24,7.35,-16.9,18.6
32.1,-2.41,-29.9,43.9,-32.1,2.41,-213,216
-39.1,-13.4,-821,822,39.1,13.4,-1960,1960
21.9,24.2,212,214,-21.9,-24.2,31,45
21.7,-23.4,362,363,-21.7,23.4,59.6,67.6
8.7,-37.4,372,374,-8.7,37.4,1190,1200
-40.6,9.49,-304,307,40.6,-9.49,-781,783
36.7,21.5,-137,143,-36.7,-21.5,-227,231
-38.4,28.2,151,158,38.4,-28.2,99.5,110
16.2,8.8,43.7,47.4,-16.2,-8.8,1100,1100
-16.7,2.86,-22,27.8,16.7,-2.86,84.8,86.5
-16,4.66,-7.47,18.3,16,-4.66,136,137
8.51,22.7,-489,490,-8.51,-22.7,-37.5,44.6
-18.6,-40.8,154,160,18.6,40.8,124,131
-7.54,-14.8,211,212,7.54,14.8,-1.37,16.7
42.9,3.95,521,522,-42.9,-3.95,286,289
-34.9,26.1,-733,734,34.9,-26.1,-1340,1340
-30.7,-13.6,37.1,50,30.7,13.6,-23,40.7
-40,18.2,1030,1030,40,-18.2,1810,1810
5.04,36,91.6,98.5,-5.04,-36,388,389
23.2,37.1,70.9,83.3,-23.2,-37.1,32,54.2
37.5,23.5,-237,241,-37.5,-23.5,-131,138
5.28,-5.67,-0.032,7.75,-5.28,5.67,550,550
-3.88,-23.4,-20.6,31.4,3.88,23.4,73.6,77.3
13.3,18.9,15.7,27.9,-13.3,-18.9,-81.7,85
-41.7,17.4,-18.9,48.9,41.7,-17.4,15.5,47.7
-42.8,-19.9,-103,113,42.8,19.9,-77.7,90.9
-14.2,-23,670,671,14.2,23,54.1,60.5
26.3,-1.74,31.3,41,-26.3,1.74,335,337
-17.4,-7.98,31.1,36.5,17.4,7.98,-55,58.2
-42.1,16.5,-85.5,96.8,42.1,-16.5,-114,123
-18.7,-28.3,50.7,61,18.7,28.3,-16.8,37.8
24.3,30.3,165,170,-24.3,-30.3,46.5,60.6
-24.6,33.6,19.2,45.8,24.6,-33.6,63,75.5
11.6,29.3,214,216,-11.6,-29.3,1310,1310
-6.81,24.9,-34.4,43,6.81,-24.9,37.3,45.4
21.6,3.4,-4.41,22.3,-21.6,-3.4,-204,205
-19.6,-30.7,-51.7,63.3,19.6,30.7,4.06,36.6
-0.77,44.3,2740,2740,0.77,-44.3,2310,2310
24.8,-16.7,1800,1800,-24.8,16.7,270,271
8.16,-12.9,-508,508,-8.16,12.9,-11.6,19.2
12.3,-38.2,2.67,40.2,-12.3,38.2,58.8,71.2
-13.9,-21.4,-66.9,71.6,13.9,21.4,-731,732
2.98,19.4,84.5,86.7,-2.98,-19.4,-16.1,25.4
-17,13.2,76.2,79.2,17,-13.2,1240,1240
-44.8,-3.77,193,198,44.8,3.77,125,133
36.2,-5.05,1820,1820,-36.2,5.05,452,454
-36,-21.8,1260,1260,36,21.8,354,356
0.179,-37.7,55.3,66.9,-0.179,37.7,233,236
1.96,-15.3,-10.2,18.5,-1.96,15.3,73.3,74.9
-5.79,46.7,-45.7,65.6,5.79,-46.7,-58.4,75
9.34,43.1,-1080,1080,-9.34,-43.1,-437,439
-7.09,-44.2,30.2,54,7.09,44.2,39.9,60
19,-41.4,-39.6,60.4,-19,41.4,-44.7,63.8
-18.5,13.2,8.8,24.4,18.5,-13.2,-92.3,95.1
18.4,27.5,-48.4,58.6,-18.4,-27.5,-296,298
19.6,-41.2,123,131,-19.6,41.2,48.5,66.6
-5.01,35.9,-1190,1190,5.01,-35.9,-320,322
25.2,5.42,-12.2,28.6,-25.2,-5.42,-213,214
-9.76,5.77,12,16.5,9.76,-5.77,899,899
20.9,-34.2,-207,211,-20.9,34.2,-591,593
31.6,34.3,680,682,-31.6,-34.3,904,905
13.7,-41.8,-25.6,50.9,-13.7,41.8,-12.9,45.9
15.5,7.36,32.7,36.9,-15.5,-7.36,1040,1040
17.4,37.5,-11.6,42.9,-17.4,-37.5,-59,72
8.74,0.907,-2540,2540,-8.74,-0.907,-22.6,24.3
7.41,-26.7,867,867,-7.41,26.7,97.5,101
-34.5,-27.5,426,428,34.5,27.5,858,859
-23.6,32.3,-30.9,50.5,23.6,-32.3,11.9,41.8
-19,22.2,539,540,19,-22.2,73.3,78.9
13.5,38.4,-170,174,-13.5,-38.4,-67.2,78.6
-42.5,-13.1,201,206,42.5,13.1,140,147
2.38,-23.5,-57,61.7,-2.38,23.5,-760,761
3.37,-0.599,50.8,51,-3.37,0.599,-40.9,41.1
-9.47,-41.2,47.4,63.5,9.47,41.2,111,119
13.3,-30.2,-21.3,39.2,-13.3,30.2,46.8,57.2
-21.6,-40.3,-145,152,21.6,40.3,-183,189
17.5,-27.2,-18,37,-17.5,27.2,49.6,59.2
-11.4,19.4,23.7,32.7,11.4,-19.4,354,355
18.4,4.62,-18.1,26.2,-18.4,-4.62,-477,477
2.13,25.4,39.6,47.1,-2.13,-25.4,-36.4,44.4
-17.2,25.8,-79.1,85,17.2,-25.8,-533,534
39.4,19.5,-124,131,-39.4,-19.5,-242,246
32.6,8.53,-9.28,35,-32.6,-8.53,-115,120
-19.5,-41.3,170,176,19.5,41.3,221,226
45.4,-4.62,-12.2,47.2,-45.4,4.62,17.3,48.8
-29.9,35,128,136,29.9,-35,127,135
16.5,22,144,146,-16.5,-22,3.98,27.8
-39.5,7.76,393,395,39.5,-7.76,129,135
-6.74,-41.5,-5.78,42.4,6.74,41.5,31.1,52.3
-14.7,24.6,-492,493,14.7,-24.6,-58.9,65.5
11.2,42.7,13.9,46.3,-11.2,-42.7,-2.59,44.2
34.2,24.8,359,362,-34.2,-24.8,866,867
-35.7,14.8,-66.5,76.9,35.7,-14.8,-231,234
42.3,6.2,-87.3,97.2,-42.3,-6.2,-36.6,56.3
37.8,-25.3,-83,94.6,-37.8,25.3,-46.2,64.8
-22.6,22.9,-1740,1740,22.6,-22.9,-398,399
-22.5,19.4,-1740,1740,22.5,-19.4,-238,240
1.52,39.5,-172,177,-1.52,-39.5,-502,504
38.9,24.5,-298,302,-38.9,-24.5,-237,241
29.2,34.1,205,210,-29.2,-34.1,163,170
-17.3,-38.7,-1570,1570,17.3,38.7,-669,671
26.9,38,-0.672,46.6,-26.9,-38,10.4,47.7
-21.5,-13,44.2,50.8,21.5,13,-28.6,38
25.5,3.49,-28.6,38.5,-25.5,-3.49,-355,356
-18.6,-41.5,-302,306,18.6,41.5,-150,157
2.88,45.4,-108,117,-2.88,-45.4,-139,146
13.2,39.2,-45,61.1,-13.2,-39.2,-15.9,44.3
27.3,-0.371,-407,407,-27.3,0.371,-2720,2720
-27.1,21.1,-129,133,27.1,-21.1,-16.9,38.2
10.8,0.0625,-33.2,34.9,-10.8,-0.0625,37.5,39
24.3,-36.4,-356,359,-24.3,36.4,-499,501
-9.35,-33.7,-157,160,9.35,33.7,-12.2,37
8.02,-24.9,-31.8,41.2,-8.02,24.9,43.1,50.5
4.97,-12.8,53.4,55.2,-4.97,12.8,-36.2,38.7
25.8,14.3,-111,114,-25.8,-14.3,9.35,30.9
27.7,27.5,-233,236,-27.7,-27.5,-789,790
11.8,45,56,72.9,-11.8,-45,74.6,87.9
33.4,14.9,101,107,-33.4,-14.9,253,255
-40.1,11.7,20,46.3,40.1,-11.7,74,85
-22,-2.56,428,428,22,2.56,24.6,33.1
23,-13.6,17.4,31.9,-23,13.6,-65.8,71
-33.6,-6.22,-31.7,46.6,33.6,6.22,27.3,43.7
37.1,-16.4,-78.9,88.7,-37.1,16.4,-262,265
-10.6,43.8,-29.1,53.6,10.6,-43.8,-58.6,73.9
-28.3,3.99,-21.2,35.6,28.3,-3.99,54,61.1
42.3,-6.63,7.19,43.4,-42.3,6.63,45.2,62.3
25,-15.2,21.8,36.5,-25,15.2,225,227
30.4,9.89,80.4,86.5,-30.4,-9.89,-5.23,32.4
16,-32.3,617,618,-16,32.3,146,150
13,6.14,2670,2670,-13,-6.14,67.8,69.3
37.8,23.5,-1030,1030,-37.8,-23.5,-1580,1580
20.7,34.2,-25.8,47.6,-20.7,-34.2,-83.4,92.5
-31.7,19,-1090,1090,31.7,-19,-294,296
19.6,-35.2,547,549,-19.6,35.2,198,202
38.6,18.6,-239,243,-38.6,-18.6,-113,121
-21.6,40.5,360,363,21.6,-40.5,357,360
9.68,43.2,40.5,60,-9.68,-43.2,16.9,47.4
24.4,27.5,-111,117,-24.4,-27.5,-17.1,40.5
-21.5,-17.1,-140,142,21.5,17.1,-1.89,27.5
18.2,-7.21,-3060,3060,-18.2,7.21,-155,156
-6.82,-7.24,-7.32,12.4,6.82,7.24,141,142
-36.2,6.14,-33.8,50,36.2,-6.14,-1.92,36.8
0.954,7.76,50.6,51.2,-0.954,-7.76,-39.4,40.2
-29.7,27.1,36.2,54.1,29.7,-27.1,79,88.7
-12.4,44.4,-60.6,76.1,12.4,-44.4,-84.4,96.1
-28.3,-32.5,46.4,63.4,28.3,32.5,103,111
-13.4,-41.5,-50.6,66.8,13.4,41.5,-38.5,58.2
-21.7,-10.5,-29.6,38.2,21.7,10.5,-446,447
-7.35,-38.6,27.2,47.8,7.35,38.6,125,131
16.4,-17.3,-88,91.2,-16.4,17.3,14.3,27.9
34.7,-1.83,227,229,-34.7,1.83,52.1,62.6
20.3,-29.9,981,981,-20.3,29.9,231,234
13.6,-11.6,522,523,-13.6,11.6,17.7,25.1
-23.1,-27.5,-56.1,66.7,23.1,27.5,7.52,36.7
45.9,-0.0689,-198,203,-45.9,0.0689,-155,162
-26.5,16.1,-1640,1640,26.5,-16.1,-255,257
9.61,-40.7,-169,175,-9.61,40.7,-72.6,83.8
24.5,-36.9,-1980,1980,-24.5,36.9,-877,878
-7.65,-43.8,-4.65,44.7,7.65,43.8,-38.4,58.8
-29.7,13.4,-299,300,29.7,-13.4,-45.2,55.7
-17.3,-44.5,-186,192,17.3,44.5,-156,163
29.4,-13.4,-57.7,66.1,-29.4,13.4,-359,360
-39.1,-19.2,-83,93.7,39.1,19.2,-36.9,57.1
-19.5,-23.6,-27.7,41.3,19.5,23.6,-238,240
-36.7,13.1,-1050,1050,36.7,-13.1,-426,427
-0.119,-36.4,356,357,0.119,36.4,85.3,92.7
10.3,13.5,80.1,81.9,-10.3,-13.5,2170,2170
7.52,-25,3.6,26.4,-7.52,25,148,150
12.6,21,33.4,41.4,-12.6,-21,-46,52.1
-27.6,35.8,-530,532,27.6,-35.8,-542,544
29.7,-24.9,97.5,105,-29.7,24.9,24.4,45.8
27.7,31.2,51.4,66.2,-27.7,-31.2,12.2,43.5
5.73,45.3,-111,120,-5.73,-45.3,-98.9,109
-8.64,7.53,-34.6,36.4,8.64,-7.53,57.7,58.8
31.8,14.4,480,482,-31.8,-14.4,99.2,105
-6.97,-20,152,153,6.97,20,-2.9,21.4
-15.7,38.8,-1250,1260,15.7,-38.8,-484,486
6.56,-23.2,26.4,35.8,-6.56,23.2,349,350
-40.1,-20.1,-229,233,40.1,20.1,-168,174
-30.9,-31.4,-322,325,30.9,31.4,-161,167
29.2,-25,-268,270,-29.2,25,-328,330
11.5,38.6,891,891,-11.5,-38.6,1900,1900
9.2,18.8,-58.7,62.3,-9.2,-18.8,28.1,35
9.67,10.8,-175,175,-9.67,-10.8,7.26,16.2
27.5,8.51,-87.7,92.3,-27.5,-8.51,6.94,29.6
22.2,37.9,180,185,-22.2,-37.9,99.1,108
-8.19,-16.1,-28.3,33.5,8.19,16.1,59.2,61.9
34.3,-25.4,-461,463,-34.3,25.4,-639,640
16.7,-7.49,554,555,-16.7,7.49,17.5,25.3
10.7,40,-52.8,67.1,-10.7,-40,-151,156
-40.4,-7.75,126,133,40.4,7.75,338,340
-4.33,8.06,25.1,26.7,4.33,-8.06,-77.9,78.4
7.98,-34.7,-179,182,-7.98,34.7,-30.3,46.7
-28.3,21,10.6,36.8,28.3,-21,85.4,92.4
37.4,-12.7,-33.9,52,-37.4,12.7,12.3,41.3
-24.3,-14.7,162,165,24.3,14.7,1610,1610
-35.8,-25,-80.2,91.3,35.8,25,-38,57.9
22.3,-33.5,-68.6,79.5,-22.3,33.5,-18.8,44.4
25.9,33,89.3,98.6,-25.9,-33,13.9,44.2
-15.9,5.94,6.53,18.2,15.9,-5.94,-210,210
-44.9,-5.32,174,180,44.9,5.32,271,274
0.928,-45.6,43.3,62.9,-0.928,45.6,45.5,64.5
-16.4,-27.4,10.8,33.7,16.4,27.4,120,124
-29.5,17.8,-21.4,40.6,29.5,-17.8,-135,139
37.6,7.82,76.6,85.7,-37.6,-7.82,264,267
-38.4,21.2,-10.9,45.2,38.4,-21.2,9.4,44.9
-11.2,15.3,23,29.8,11.2,-15.3,586,586
12.2,-42.4,-988,989,-12.2,42.4,-1610,1620
3.28,-20.1,21.8,29.8,-3.28,20.1,490,491
27.9,-26.8,-410,412,-27.9,26.8,-136,142
-16.8,32.6,-312,315,16.8,-32.6,-73,81.7
32.1,-2.32,37.1,49.2,-32.1,2.32,253,255
-11.3,-44.9,325,329,11.3,44.9,256,260
26.8,-35.6,-13.2,46.5,-26.8,35.6,3.74,44.7
-1.89,7.39,123,123,1.89,-7.39,-13.9,15.9
-9.12,-13.5,-1430,1430,9.12,13.5,-52.5,55
8.37,31.8,-85,91.1,-8.37,-31.8,-482,483
26.3,6.86,-8.26,28.4,-26.3,-6.86,90.7,94.7
-31.9,19.7,156,161,31.9,-19.7,32.2,49.5
-21.7,-8.6,21.4,31.7,21.7,8.6,345,346
-10.2,29.9,-431,433,10.2,-29.9,-69.2,76.1
-34.8,-7.91,24,43,34.8,7.91,141,145
0.755,7.51,-530,530,-0.755,-7.51,-0.218,7.55
9.17,-24.9,1020,1020,-9.17,24.9,99,103
-35.9,-7.37,318,321,35.9,7.37,1360,1360
-43,3.05,231,235,43,-3.05,208,212
5.85,-18.7,1260,1260,-5.85,18.7,62.3,65.3
-32.8,-20.7,-191,195,32.8,20.7,-52.4,65.2
0.894,-1.1,51,51,-0.894,1.1,-44.6,44.6
-9.8,1.01,-16.5,19.3,9.8,-1.01,97.9,98.4
28.6,10.1,1280,1280,-28.6,-10.1,178,181
18.1,-12.7,24.3,32.8,-18.1,12.7,-61.7,65.5
2.6,-42.5,11.4,44,-2.6,42.5,43.6,60.9
-22.9,38.2,-71,83.9,22.9,-38.2,-142,149
-30.2,-5.13,38.7,49.3,30.2,5.13,185,187
1.38,12.1,323,323,-1.38,-12.1,0.124,12.2
